,POS,Sentiment
649,"[(u'veri', 'NN'), (u'veri', 'NN'), (u'disappoint', 'NN'), (u'order', 'NN'), (u'35', 'CD'), (u'big', 'JJ'), (u'bay', 'NN'), (u'plater', 'NN')]",0
650,"[(u'great', 'JJ'), (u'place', 'NN'), (u'relax', 'NN'), (u'awesom', 'NN'), (u'burger', 'NN'), (u'beer', 'NN')]",1
651,"[(u'It', 'PRP'), (u'perfect', 'JJ'), (u'sit', 'NN'), (u'famili', 'NN'), (u'meal', 'NN'), (u'get', 'VB'), (u'togeth', 'JJ'), (u'friend', 'NN')]",1
652,"[(u'not', 'RB'), (u'much', 'JJ'), (u'flavor', 'NN'), (u'poorli', 'NN'), (u'construct', 'NN')]",0
653,"[(u'the', 'DT'), (u'patio', 'JJ'), (u'seat', 'NN'), (u'comfort', 'NN')]",1
654,"[(u'the', 'DT'), (u'fri', 'JJ'), (u'rice', 'NN'), (u'dri', 'NN'), (u'well', 'RB')]",0
655,"[(u'hand', 'NN'), (u'favorit', 'NN'), (u'italian', 'JJ'), (u'restaur', 'NN')]",1
656,"[(u'that', 'DT'), (u'scream', 'NN'), (u'legit', 'VBD'), (u'book', 'NN'), (u'somethat', 'NN'), (u'also', 'RB'), (u'pretti', 'VBZ'), (u'rare', 'JJ'), (u'vega', 'NN')]",1
657,"[(u'It', 'PRP'), (u'fun', 'VBZ'), (u'experi', 'NN')]",1
658,"[(u'the', 'DT'), (u'atmospher', 'NN'), (u'great', 'JJ'), (u'love', 'NN'), (u'duo', 'NN'), (u'violinist', 'NN'), (u'play', 'NN'), (u'song', 'NN'), (u'request', 'NN')]",1
659,"[(u'I', 'PRP'), (u'person', 'NN'), (u'love', 'VBP'), (u'hummu', 'NN'), (u'pita', 'NN'), (u'baklava', 'NN'), (u'falafel', 'NN'), (u'baba', 'NN'), (u'ganoush', 'NN'), (u'amaz', 'NN'), (u'eggplant', 'NN')]",1
660,"[(u'veri', 'NN'), (u'conveni', 'NN'), (u'sinc', 'NN'), (u'stay', 'NN'), (u'mgm', 'NN')]",1
661,"[(u'the', 'DT'), (u'owner', 'NN'), (u'super', 'JJ'), (u'friendli', 'JJ'), (u'staff', 'NN'), (u'courteou', 'NN')]",1
662,"[(u'both', 'DT'), (u'great', 'JJ')]",1
663,"[(u'eclect', 'NN'), (u'select', 'NN')]",1
664,"[(u'the', 'DT'), (u'sweet', 'JJ'), (u'potato', 'NN'), (u'tot', 'NN'), (u'good', 'JJ'), (u'onion', 'NN'), (u'ring', 'VBG'), (u'perfect', 'JJ'), (u'close', 'RB'), (u'I', 'PRP')]",1
665,"[(u'the', 'DT'), (u'staff', 'NN'), (u'attent', 'NN')]",1
666,"[(u'and', 'CC'), (u'chef', 'VB'), (u'gener', 'NN'), (u'time', 'NN'), (u'even', 'RB'), (u'came', 'VBD'), (u'around', 'IN'), (u'twice', 'RB'), (u'take', 'VBP'), (u'pictur', 'NN')]",1
667,"[(u'the', 'DT'), (u'owner', 'NN'), (u'use', 'NN'), (u'work', 'NN'), (u'nobu', 'JJ'), (u'place', 'NN'), (u'realli', 'VBD'), (u'similar', 'JJ'), (u'half', 'NN'), (u'price', 'NN')]",1
668,"[(u'googl', 'NN'), (u'mediocr', 'NN'), (u'I', 'PRP'), (u'imagin', 'VBP'), (u'smashburg', 'JJ'), (u'pop', 'NN')]",0
669,"[(u'dont', 'NN'), (u'go', 'VB')]",0
670,"[(u'I', 'PRP'), (u'promis', 'VBP'), (u'disappoint', 'NN')]",1
671,"[(u'As', 'IN'), (u'sushi', 'NN'), (u'lover', 'IN'), (u'avoid', 'JJ'), (u'place', 'NN'), (u'mean', 'NN')]",0
672,"[(u'what', 'WP'), (u'great', 'JJ'), (u'doubl', 'NN'), (u'cheeseburg', 'NN')]",1
673,"[(u'awesom', 'NN'), (u'servic', 'VBD'), (u'food', 'NN')]",1
674,"[(u'A', 'DT'), (u'fantast', 'JJ'), (u'neighborhood', 'NN'), (u'gem', 'NN')]",1
675,"[(u'I', 'PRP'), (u'wait', 'VBP'), (u'go', 'VB'), (u'back', 'RB')]",1
676,"[(u'the', 'DT'), (u'plantain', 'NN'), (u'worst', 'JJS'), (u'I', 'PRP'), (u'ever', 'RB'), (u'tast', 'VBD')]",0
677,"[(u'It', 'PRP'), (u'great', 'JJ'), (u'place', 'NN'), (u'I', 'PRP'), (u'highli', 'VBP'), (u'recommend', 'VB')]",1
678,"[(u'servic', 'JJ'), (u'slow', 'JJ'), (u'attent', 'NN')]",0
679,"[(u'I', 'PRP'), (u'gave', 'VBD'), (u'5', 'CD'), (u'star', 'NN'), (u'I', 'PRP'), (u'give', 'VBP'), (u'5', 'CD'), (u'star', 'NN')]",1
680,"[(u'your', 'PRP$'), (u'staff', 'NN'), (u'spend', 'VBP'), (u'time', 'NN'), (u'talk', 'NN')]",0
681,"[(u'dessert', 'NN'), (u'panna', 'NN'), (u'cotta', 'NN'), (u'amaz', 'NN')]",1
682,"[(u'veri', 'RB'), (u'good', 'JJ'), (u'food', 'NN'), (u'great', 'JJ'), (u'atmospher', 'RB'), (u'1', 'CD')]",1
683,"[(u'damn', 'RB'), (u'good', 'JJ'), (u'steak', 'NN')]",1
684,"[(u'total', 'JJ'), (u'brunch', 'NN'), (u'fail', 'NN')]",0
685,"[(u'price', 'NN'), (u'reason', 'NN'), (u'flavor', 'NN'), (u'spot', 'NN'), (u'sauc', 'NN'), (u'home', 'NN'), (u'made', 'VBD'), (u'slaw', 'NN'), (u'drench', 'NN'), (u'mayo', 'NN')]",1
686,"[(u'the', 'DT'), (u'decor', 'NN'), (u'nice', 'JJ'), (u'piano', 'NN'), (u'music', 'NN'), (u'soundtrack', 'NN'), (u'pleasant', 'NN')]",1
687,"[(u'the', 'DT'), (u'steak', 'NN'), (u'amaz', 'NN'), (u'rge', 'NN'), (u'fillet', 'NN'), (u'relleno', 'NN'), (u'best', 'JJS'), (u'seafood', 'NN'), (u'plate', 'NN'), (u'ever', 'RB')]",1
688,"[(u'good', 'JJ'), (u'food', 'NN'), (u'good', 'JJ'), (u'servic', 'NN')]",1
689,"[(u'It', 'PRP'), (u'absolut', 'VBZ'), (u'amaz', 'NN')]",1
690,"[(u'I', 'PRP'), (u'probabl', 'VBP'), (u'back', 'RB'), (u'honest', 'NN')]",0
691,"[(u'definit', 'NN'), (u'back', 'RB')]",1
692,"[(u'the', 'DT'), (u'sergeant', 'JJ'), (u'pepper', 'NN'), (u'beef', 'NN'), (u'sandwich', 'NN'), (u'auju', 'NN'), (u'sauc', 'JJ'), (u'excel', 'NN'), (u'sandwich', 'NN'), (u'well', 'RB')]",1
693,"[(u'hawaiian', 'JJ'), (u'breez', 'NN'), (u'mango', 'NN'), (u'magic', 'JJ'), (u'pineappl', 'NN'), (u'delight', 'VBD'), (u'smoothi', 'NN'), (u'I', 'PRP'), (u'tri', 'VBP'), (u'far', 'RB'), (u'good', 'JJ')]",1
694,"[(u'went', 'VBD'), (u'lunch', 'JJ'), (u'servic', 'NN'), (u'slow', 'NN')]",0
695,"[(u'We', 'PRP'), (u'much', 'RB'), (u'say', 'VBP'), (u'place', 'NN'), (u'walk', 'VBP'), (u'expect', 'VBP'), (u'amaz', 'JJ'), (u'quickli', 'NN'), (u'disappoint', 'NN')]",0
696,"[(u'I', 'PRP'), (u'mortifi', 'VBP')]",0
697,"[(u'needless', 'JJ'), (u'say', 'VBP'), (u'never', 'RB'), (u'back', 'RB')]",0
698,"[(u'anyway', 'RB'), (u'the', 'DT'), (u'food', 'NN'), (u'definit', 'NN'), (u'fill', 'JJ'), (u'price', 'NN'), (u'pay', 'NN'), (u'expect', 'VBP')]",0
699,"[(u'the', 'DT'), (u'chip', 'NN'), (u'came', 'VBD'), (u'drip', 'JJ'), (u'greas', 'NNS'), (u'mostli', 'VBP'), (u'edibl', 'NN')]",0
700,"[(u'I', 'PRP'), (u'realli', 'VBP'), (u'impress', 'JJ'), (u'strip', 'NN'), (u'steak', 'NN')]",0
701,"[(u'have', 'VB'), (u'go', 'VBN'), (u'sinc', 'JJ'), (u'2007', 'CD'), (u'everi', 'JJ'), (u'meal', 'NN'), (u'awesom', 'NN')]",1
702,"[(u'our', 'PRP$'), (u'server', 'NN'), (u'nice', 'JJ'), (u'attent', 'NN'), (u'serv', 'JJ'), (u'staff', 'NN')]",1
703,"[(u'the', 'DT'), (u'cashier', 'NN'), (u'friendli', 'VBD'), (u'even', 'RB'), (u'brought', 'VBN'), (u'food', 'NN')]",1
704,"[(u'I', 'PRP'), (u'work', 'VBP'), (u'hospit', 'JJ'), (u'industri', 'JJ'), (u'paradis', 'NN'), (u'valley', 'NN'), (u'refrain', 'VBP'), (u'recommend', 'NN'), (u'cibo', 'NN'), (u'longer', 'NN')]",0
705,"[(u'the', 'DT'), (u'atmospher', 'NN'), (u'fun', 'NN')]",1
706,"[(u'would', 'MD'), (u'recommend', 'VB'), (u'other', 'JJ')]",0
707,"[(u'servic', 'NN'), (u'quick', 'VB'), (u'even', 'RB'), (u'go', 'VB'), (u'order', 'NN'), (u'like', 'IN'), (u'like', 'IN')]",1
708,"[(u'I', 'PRP'), (u'mean', 'VBP'), (u'realli', 'JJ'), (u'get', 'NN'), (u'famou', 'JJ'), (u'fish', 'JJ'), (u'chip', 'NN'), (u'terribl', 'NN')]",0
709,"[(u'that', 'DT'), (u'said', 'VBD'), (u'mouth', 'NN'), (u'belli', 'NN'), (u'still', 'RB'), (u'quit', 'VBD'), (u'pleas', 'NNS')]",1
710,"[(u'not', 'RB'), (u'thing', 'NN')]",0
711,"[(u'2', 'CD'), (u'thumb', 'NN'), (u'Up', 'NNP')]",1
712,"[(u'If', 'IN'), (u'read', 'VBN'), (u'pleas', 'NNS'), (u'go', 'VB')]",0
713,"[(u'I', 'PRP'), (u'love', 'VBP'), (u'grill', 'JJ'), (u'pizza', 'NN'), (u'remind', 'NN'), (u'legit', 'JJ'), (u'italian', 'JJ'), (u'pizza', 'NN')]",1
714,"[(u'onli', 'JJ'), (u'pro', 'JJ'), (u'larg', 'FW'), (u'seat', 'NN'), (u'area', 'NN'), (u'nice', 'JJ'), (u'bar', 'NN'), (u'area', 'NN'), (u'great', 'JJ'), (u'simpl', 'JJ'), (u'drink', 'NN'), (u'menu', 'VBD'), (u'the', 'DT'), (u'best', 'JJS'), (u'brick', 'NN'), (u'oven', 'RB'), (u'pizza', 'JJ'), (u'homemad', 'NN'), (u'dough', 'NN')]",1
715,"[(u'they', 'PRP'), (u'realli', 'VBP'), (u'nice', 'JJ'), (u'atmospher', 'NN')]",1
716,"[(u'tonight', 'NN'), (u'I', 'PRP'), (u'elk', 'VBP'), (u'filet', 'JJ'), (u'special', 'JJ'), (u'suck', 'NN')]",0
717,"[(u'after', 'IN'), (u'one', 'CD'), (u'bite', 'NN'), (u'I', 'PRP'), (u'hook', 'VBP')]",1
718,"[(u'We', 'PRP'), (u'order', 'NN'), (u'old', 'JJ'), (u'classic', 'JJ'), (u'new', 'JJ'), (u'dish', 'NN'), (u'go', 'VBP'), (u'time', 'NN'), (u'sore', 'RB'), (u'disappoint', 'JJ'), (u'everyth', 'NN')]",0
719,"[(u'cute', 'JJ'), (u'quaint', 'NN'), (u'simpl', 'NN'), (u'honest', 'NN')]",1
720,"[(u'the', 'DT'), (u'chicken', 'NN'), (u'delici', 'NN'), (u'season', 'NN'), (u'perfect', 'JJ'), (u'fri', 'NN'), (u'outsid', 'JJ'), (u'moist', 'NN'), (u'chicken', 'NN'), (u'insid', 'NN')]",1
721,"[(u'the', 'DT'), (u'food', 'NN'), (u'great', 'JJ'), (u'alway', 'RB'), (u'compliment', 'NN'), (u'chef', 'NN')]",1
722,"[(u'special', 'JJ'), (u'thank', 'NN'), (u'dylan', 'NN'), (u'T', 'NNP'), (u'recommend', 'NN'), (u'order', 'NN'), (u'all', 'DT'), (u'yummi', 'CD'), (u'tummi', 'NNS')]",1
723,"[(u'awesom', 'NN'), (u'select', 'NN'), (u'beer', 'NN')]",1
724,"[(u'great', 'JJ'), (u'food', 'NN'), (u'awesom', 'NN'), (u'servic', 'NN')]",1
725,"[(u'one', 'CD'), (u'nice', 'JJ'), (u'thing', 'NN'), (u'ad', 'NN'), (u'gratuiti', 'NN'), (u'bill', 'NN'), (u'sinc', 'VBZ'), (u'parti', 'JJ'), (u'larger', 'JJR'), (u'6', 'CD'), (u'8', 'CD'), (u'expect', 'JJ'), (u'tip', 'NN')]",1
726,"[(u'A', 'DT'), (u'fli', 'JJ'), (u'appl', 'NN'), (u'juic', 'NN'), (u'A', 'NNP'), (u'fli', 'NN')]",0
727,"[(u'the', 'DT'), (u'han', 'NN'), (u'nan', 'NN'), (u'chicken', 'NN'), (u'also', 'RB'), (u'tasti', 'VBD')]",1
728,"[(u'As', 'IN'), (u'servic', 'NN'), (u'I', 'PRP'), (u'thought', 'VBD'), (u'good', 'JJ')]",1
729,"[(u'the', 'DT'), (u'food', 'NN'), (u'bare', 'NN'), (u'lukewarm', 'NN'), (u'must', 'MD'), (u'sit', 'VB'), (u'wait', 'NN'), (u'server', 'NN'), (u'bring', 'VBP'), (u'us', 'PRP')]",0
730,"[(u'ryan', 'JJ'), (u'bar', 'NN'), (u'definit', 'NN'), (u'one', 'CD'), (u'edinburgh', 'NN'), (u'establish', 'VB'), (u'I', 'PRP'), (u'revisit', 'VBP')]",0
731,"[(u'nicest', 'JJS'), (u'chines', 'NNS'), (u'restaur', 'VBP'), (u'I', 'PRP')]",1
732,"[(u'overal', 'JJ'), (u'I', 'PRP'), (u'like', 'VBP'), (u'food', 'NN'), (u'servic', 'NN')]",1
733,"[(u'they', 'PRP'), (u'also', 'RB'), (u'serv', 'VBP'), (u'indian', 'JJ'), (u'naan', 'NN'), (u'bread', 'NN'), (u'hummu', 'NN'), (u'spici', 'NN'), (u'pine', 'NN'), (u'nut', 'NN'), (u'sauc', 'NN'), (u'world', 'NN')]",1
734,"[(u'probabl', 'NN'), (u'never', 'RB'), (u'come', 'VBN'), (u'back', 'RP'), (u'recommend', 'NN')]",0
735,"[(u'friend', 'NN'), (u'pasta', 'NN'), (u'also', 'RB'), (u'bad', 'JJ'), (u'bare', 'NN'), (u'touch', 'NN')]",0
736,"[(u'tri', 'JJ'), (u'airport', 'NN'), (u'experi', 'NN'), (u'tasti', 'NN'), (u'food', 'NN'), (u'speedi', 'NN'), (u'friendli', 'NN'), (u'servic', 'NN')]",1
737,"[(u'I', 'PRP'), (u'love', 'VBP'), (u'decor', 'JJ'), (u'chines', 'NNS'), (u'calligraphi', 'VBP'), (u'wall', 'JJ'), (u'paper', 'NN')]",1
738,"[(u'never', 'RB'), (u'anyth', 'NN'), (u'complain', 'NN')]",1
739,"[(u'the', 'DT'), (u'restaur', 'JJ'), (u'clean', 'JJ'), (u'famili', 'NN'), (u'restaur', 'NN'), (u'feel', 'NN')]",1
740,"[(u'It', 'PRP'), (u'way', 'NN'), (u'fri', 'NN')]",0
741,"[(u'I', 'PRP'), (u'sure', 'VBP'), (u'long', 'RB'), (u'stood', 'RB'), (u'long', 'RB'), (u'enough', 'RB'), (u'begin', 'VB'), (u'feel', 'VB'), (u'awkwardli', 'JJ'), (u'place', 'NN')]",0
742,"[(u'when', 'WRB'), (u'I', 'PRP'), (u'open', 'VBP'), (u'sandwich', 'JJ'), (u'I', 'PRP'), (u'impress', 'VBP'), (u'good', 'JJ'), (u'way', 'NN')]",0
743,"[(u'will', 'MD'), (u'back', 'VB')]",0
744,"[(u'there', 'RB'), (u'warm', 'JJ'), (u'feel', 'NN'), (u'servic', 'NN'), (u'I', 'PRP'), (u'felt', 'VBD'), (u'like', 'IN'), (u'guest', 'JJS'), (u'special', 'JJ'), (u'treat', 'NN')]",1
745,"[(u'An', 'DT'), (u'extens', 'JJ'), (u'menu', 'NN'), (u'provid', 'NN'), (u'lot', 'NN'), (u'option', 'NN'), (u'breakfast', 'NN')]",1
746,"[(u'I', 'PRP'), (u'alway', 'RB'), (u'order', 'NN'), (u'vegetarian', 'JJ'), (u'menu', 'NN'), (u'dinner', 'NN'), (u'wide', 'JJ'), (u'array', 'NN'), (u'option', 'NN'), (u'choos', 'NN')]",1
747,"[(u'I', 'PRP'), (u'watch', 'VBP'), (u'price', 'NN'), (u'inflat', 'JJ'), (u'portion', 'NN'), (u'get', 'VBP'), (u'smaller', 'JJR'), (u'manag', 'NN'), (u'attitud', 'NN'), (u'grow', 'NN'), (u'rapidli', 'NN')]",0
748,"[(u'wonder', 'NN'), (u'lil', 'NN'), (u'tapa', 'NN'), (u'ambienc', 'NN'), (u'made', 'VBD'), (u'feel', 'NN'), (u'warm', 'JJ'), (u'fuzzi', 'NN'), (u'insid', 'NN')]",1
749,"[(u'I', 'PRP'), (u'got', 'VBD'), (u'enjoy', 'RB'), (u'seafood', 'JJ'), (u'salad', 'NN'), (u'fabul', 'NN'), (u'vinegrett', 'NN')]",1
750,"[(u'the', 'DT'), (u'wonton', 'NN'), (u'thin', 'JJ'), (u'thick', 'NN'), (u'chewi', 'NN'), (u'almost', 'RB'), (u'melt', 'VBD'), (u'mouth', 'NN')]",1
751,"[(u'level', 'NN'), (u'5', 'CD'), (u'spici', 'NN'), (u'perfect', 'JJ'), (u'spice', 'NN'), (u'whelm', 'NN'), (u'soup', 'NN')]",1
752,"[(u'We', 'PRP'), (u'sat', 'VBD'), (u'right', 'JJ'), (u'time', 'NN'), (u'server', 'VB'), (u'get', 'VB'), (u'go', 'VB'), (u'fantast', 'NN')]",1
753,"[(u'main', 'JJ'), (u'thing', 'NN'), (u'I', 'PRP'), (u'enjoy', 'VBP'), (u'crowd', 'JJ'), (u'older', 'JJR'), (u'crowd', 'NN'), (u'around', 'IN'), (u'mid', '$'), (u'30', 'CD')]",0
754,"[(u'when', 'WRB'), (u'I', 'PRP'), (u'side', 'VBP'), (u'town', 'NN'), (u'definit', 'NN'), (u'spot', 'NN'), (u'I', 'PRP'), (u'hit', 'VBP')]",1
755,"[(u'I', 'PRP'), (u'wait', 'VBP'), (u'30', 'CD'), (u'minut', 'NN'), (u'get', 'NN'), (u'drink', 'NN'), (u'longer', 'JJR'), (u'get', 'VB'), (u'2', 'CD'), (u'arepa', 'NN')]",0
756,"[(u'thi', 'RB'), (u'great', 'JJ'), (u'place', 'NN'), (u'eat', 'NN')]",1
757,"[(u'the', 'DT'), (u'jalapeno', 'NN'), (u'bacon', 'NN'), (u'soooo', 'NN'), (u'good', 'JJ')]",1
758,"[(u'the', 'DT'), (u'servic', 'JJ'), (u'poor', 'JJ'), (u'that', 'IN'), (u'nice', 'JJ')]",0
759,"[(u'food', 'NN'), (u'good', 'JJ'), (u'servic', 'NN'), (u'good', 'JJ'), (u'price', 'NN'), (u'good', 'NN')]",1
760,"[(u'the', 'DT'), (u'place', 'NN'), (u'clean', 'JJ'), (u'food', 'NN'), (u'oh', 'NNS'), (u'stale', 'NN')]",0
761,"[(u'the', 'DT'), (u'chicken', 'JJ'), (u'dish', 'JJ'), (u'OK', 'NNP'), (u'beef', 'NN'), (u'like', 'IN'), (u'shoe', 'NN'), (u'leather', 'NN')]",0
762,"[(u'but', 'CC'), (u'servic', 'JJ'), (u'beyond', 'IN'), (u'bad', 'JJ')]",0
763,"[(u'I', 'PRP'), (u'happi', 'VBP')]",1
764,"[(u'tast', 'NN'), (u'like', 'IN'), (u'dirt', 'NN')]",0
765,"[(u'one', 'CD'), (u'place', 'NN'), (u'phoenix', 'NN'), (u'I', 'PRP'), (u'would', 'MD'), (u'defin', 'VB'), (u'go', 'VB'), (u'back', 'RB')]",1
766,"[(u'the', 'DT'), (u'block', 'NN'), (u'amaz', 'NN')]",1
767,"[(u'It', 'PRP'), (u'close', 'RB'), (u'hous', 'JJ'), (u'low', 'JJ'), (u'key', 'NN'), (u'non', 'NN'), (u'fanci', 'NN'), (u'afford', 'JJ'), (u'price', 'NN'), (u'good', 'JJ'), (u'food', 'NN')]",1
768,"[(u'both', 'DT'), (u'hot', 'JJ'), (u'sour', 'NN'), (u'egg', 'NN'), (u'flower', 'NN'), (u'soup', 'NN'), (u'absolut', 'VBD'), (u'5', 'CD'), (u'star', 'NN')]",1
769,"[(u'My', 'PRP$'), (u'sashimi', 'JJ'), (u'poor', 'JJ'), (u'qualiti', 'NN'), (u'soggi', 'NN'), (u'tasteless', 'NN')]",0
770,"[(u'great', 'JJ'), (u'time', 'NN'), (u'famili', 'NN'), (u'dinner', 'NN'), (u'sunday', 'JJ'), (u'night', 'NN')]",1
771,"[(u'food', 'NN'), (u'tasti', 'NNS'), (u'say', 'VBP'), (u'real', 'JJ'), (u'tradit', 'NN'), (u'hunan', 'NN'), (u'style', 'NN')]",0
772,"[(u'what', 'WP'), (u'bother', 'VBD'), (u'slow', 'JJ'), (u'servic', 'NN')]",0
773,"[(u'the', 'DT'), (u'flair', 'NN'), (u'bartend', 'VBP'), (u'absolut', 'NN'), (u'amaz', 'NN')]",1
774,"[(u'their', 'PRP$'), (u'frozen', 'JJ'), (u'margarita', 'JJ'), (u'way', 'NN'), (u'sugari', 'VBD'), (u'tast', 'NN')]",0
775,"[(u'these', 'DT'), (u'good', 'JJ'), (u'order', 'NN'), (u'twice', 'NN')]",1
776,"[(u'So', 'RB'), (u'nutshel', 'RB'), (u'1', 'CD'), (u'the', 'DT'), (u'restaraunt', 'NN'), (u'smell', 'NN'), (u'like', 'IN'), (u'combin', 'NN'), (u'dirti', 'VBP'), (u'fish', 'JJ'), (u'market', 'NN'), (u'sewer', 'NN')]",0
777,"[(u'My', 'PRP$'), (u'girlfriend', 'JJ'), (u'veal', 'NN'), (u'bad', 'JJ')]",0
778,"[(u'unfortun', 'RB'), (u'good', 'JJ')]",0
779,"[(u'I', 'PRP'), (u'pretti', 'VBP'), (u'satifi', 'JJ'), (u'experi', 'NN')]",1
780,"[(u'join', 'NN'), (u'club', 'NN'), (u'get', 'VBP'), (u'awesom', 'JJ'), (u'offer', 'NN'), (u'via', 'IN'), (u'email', 'NN')]",1
781,"[(u'perfect', 'JJ'), (u'someon', 'NN'), (u'like', 'IN'), (u'beer', 'NN'), (u'ice', 'NN'), (u'cold', 'VBD'), (u'case', 'NN'), (u'even', 'RB'), (u'colder', 'VB')]",1
782,"[(u'bland', 'NN'), (u'flavorless', 'RB'), (u'good', 'JJ'), (u'way', 'NN'), (u'describ', 'NN'), (u'bare', 'NN'), (u'tepid', 'JJ'), (u'meat', 'NN')]",0
783,"[(u'the', 'DT'), (u'chain', 'NN'), (u'I', 'PRP'), (u'fan', 'VBP'), (u'beat', 'JJ'), (u'place', 'NN'), (u'easili', 'NN')]",0
784,"[(u'the', 'DT'), (u'nacho', 'NN'), (u'must', 'MD'), (u'have', 'VB')]",1
785,"[(u'We', 'PRP'), (u'come', 'VBP'), (u'back', 'RB')]",0
786,"[(u'I', 'PRP'), (u'mani', 'VBP'), (u'word', 'NN'), (u'say', 'VBP'), (u'place', 'NN'), (u'everyth', 'NN'), (u'pretti', 'NN'), (u'well', 'RB')]",1
787,"[(u'the', 'DT'), (u'staff', 'NN'), (u'super', 'JJ'), (u'nice', 'NN'), (u'quick', 'RB'), (u'even', 'RB'), (u'crazi', 'VB'), (u'crowd', 'NNS'), (u'downtown', 'JJ'), (u'juri', 'NNS'), (u'lawyer', 'NN'), (u'court', 'NN'), (u'staff', 'NN')]",1
788,"[(u'great', 'JJ'), (u'atmospher', 'CC'), (u'friendli', 'JJ'), (u'fast', 'NN'), (u'servic', 'NN')]",1
789,"[(u'when', 'WRB'), (u'I', 'PRP'), (u'receiv', 'VBP'), (u'pita', 'JJ'), (u'huge', 'JJ'), (u'lot', 'NN'), (u'meat', 'NN'), (u'thumb', 'NN')]",1
790,"[(u'onc', 'RB'), (u'food', 'NN'), (u'arriv', 'NN'), (u'meh', 'NN')]",0
791,"[(u'pay', 'NN'), (u'7', 'CD'), (u'85', 'CD'), (u'hot', 'JJ'), (u'dog', 'NN'), (u'fri', 'JJ'), (u'look', 'NN'), (u'like', 'IN'), (u'came', 'VBD'), (u'kid', 'NNP'), (u'meal', 'NN'), (u'wienerschnitzel', 'NN'), (u'idea', 'NN'), (u'good', 'JJ'), (u'meal', 'NN')]",0
792,"[(u'the', 'DT'), (u'classic', 'JJ'), (u'main', 'JJ'), (u'lobster', 'NN'), (u'roll', 'NN'), (u'fantast', 'NN')]",1
793,"[(u'My', 'PRP$'), (u'brother', 'NN'), (u'law', 'NN'), (u'work', 'NN'), (u'mall', 'JJ'), (u'ate', 'JJ'), (u'day', 'NN'), (u'guess', 'VB'), (u'sick', 'JJ'), (u'night', 'NN')]",0
794,"[(u'So', 'RB'), (u'good', 'JJ'), (u'I', 'PRP'), (u'go', 'VBP'), (u'review', 'JJ'), (u'place', 'NN'), (u'twice', 'RB'), (u'herea', 'RB'), (u'tribut', 'JJ'), (u'place', 'NN'), (u'tribut', 'NN'), (u'event', 'NN'), (u'held', 'VBD'), (u'last', 'JJ'), (u'night', 'NN')]",1
795,"[(u'the', 'DT'), (u'chip', 'NN'), (u'salsa', 'JJ'), (u'realli', 'NN'), (u'good', 'JJ'), (u'salsa', 'NN'), (u'fresh', 'NN')]",1
796,"[(u'thi', 'JJ'), (u'place', 'NN'), (u'great', 'JJ')]",1
797,"[(u'mediocr', 'NN'), (u'food', 'NN')]",0
798,"[(u'onc', 'JJ'), (u'get', 'VB'), (u'insid', 'JJ'), (u'impress', 'JJ'), (u'place', 'NN')]",1
799,"[(u'I', 'PRP'), (u'super', 'VBP'), (u'pissd', 'NN')]",0
800,"[(u'and', 'CC'), (u'servic', 'JJ'), (u'super', 'NN'), (u'friendli', 'NN')]",1
801,"[(u'whi', 'NN'), (u'sad', 'JJ'), (u'littl', 'NN'), (u'veget', 'NN'), (u'overcook', 'NN')]",0
802,"[(u'thi', 'JJ'), (u'place', 'NN'), (u'nice', 'JJ'), (u'surpris', 'NN')]",1
803,"[(u'they', 'PRP'), (u'golden', 'JJ'), (u'crispi', 'NN'), (u'delici', 'NN')]",1
804,"[(u'I', 'PRP'), (u'high', 'VBP'), (u'hope', 'JJ'), (u'place', 'NN'), (u'sinc', 'NN'), (u'burger', 'NN'), (u'cook', 'NN'), (u'charcoal', 'NN'), (u'grill', 'NN'), (u'unfortun', 'JJ'), (u'tast', 'NN'), (u'fell', 'VBD'), (u'flat', 'JJ'), (u'way', 'NN'), (u'flat', 'JJ')]",0
805,"[(u'I', 'PRP'), (u'could', 'MD'), (u'eat', 'VB'), (u'bruschetta', 'JJ'), (u'day', 'NN'), (u'devin', 'VB')]",1
806,"[(u'not', 'RB'), (u'singl', 'JJ'), (u'employe', 'NN'), (u'came', 'VBD'), (u'see', 'VBP'), (u'OK', 'JJ'), (u'even', 'RB'), (u'need', 'VBP'), (u'water', 'NN'), (u'refil', 'VBP'), (u'final', 'JJ'), (u'serv', 'NN'), (u'us', 'PRP'), (u'food', 'NN')]",0
807,"[(u'lastli', 'JJ'), (u'mozzarella', 'NN'), (u'stick', 'NN'), (u'best', 'JJS'), (u'thing', 'NN'), (u'order', 'NN')]",1
808,"[(u'the', 'DT'), (u'first', 'JJ'), (u'time', 'NN'), (u'I', 'PRP'), (u'ever', 'RB'), (u'came', 'VBD'), (u'I', 'PRP'), (u'amaz', 'VBP'), (u'experi', 'JJ'), (u'I', 'PRP'), (u'still', 'RB'), (u'tell', 'VBP'), (u'peopl', 'JJ'), (u'awesom', 'JJ'), (u'duck', 'NN')]",1
809,"[(u'the', 'DT'), (u'server', 'NN'), (u'neglig', 'RB'), (u'need', 'MD'), (u'made', 'VB'), (u'us', 'PRP'), (u'feel', 'VB'), (u'unwelcom', 'JJ'), (u'I', 'PRP'), (u'would', 'MD'), (u'suggest', 'VB'), (u'place', 'NN')]",0
