,tokens,Sentiment,No Stops
593,"[u'It', u'was', u'a', u'pale', u'color', u'instead', u'of', u'nice', u'and', u'char', u'and', u'has', u'NO', u'flavor']",0,"[u'It', u'pale', u'color', u'instead', u'nice', u'char', u'NO', u'flavor']"
594,"[u'The', u'croutons', u'also', u'taste', u'homemade', u'which', u'is', u'an', u'extra', u'plus']",1,"[u'The', u'croutons', u'also', u'taste', u'homemade', u'extra', u'plus']"
595,"[u'I', u'got', u'home', u'to', u'see', u'the', u'driest', u'damn', u'wings', u'ever']",0,"[u'I', u'got', u'home', u'see', u'driest', u'damn', u'wings', u'ever']"
596,"[u'It', u'll', u'be', u'a', u'regular', u'stop', u'on', u'my', u'trips', u'to', u'Phoenix']",1,"[u'It', u'regular', u'stop', u'trips', u'Phoenix']"
597,"[u'I', u'really', u'enjoyed', u'Crema', u'Caf', u'before', u'they', u'expanded', u'I', u'even', u'told', u'friends', u'they', u'had', u'the', u'BEST', u'breakfast']",1,"[u'I', u'really', u'enjoyed', u'Crema', u'Caf', u'expanded', u'I', u'even', u'told', u'friends', u'BEST', u'breakfast']"
598,"[u'Not', u'good', u'for', u'the', u'money']",0,"[u'Not', u'good', u'money']"
599,"[u'I', u'miss', u'it', u'and', u'wish', u'they', u'had', u'one', u'in', u'Philadelphia']",1,"[u'I', u'miss', u'wish', u'one', u'Philadelphia']"
600,"[u'We', u'got', u'sitting', u'fairly', u'fast', u'but', u'ended', u'up', u'waiting', u'40', u'minutes', u'just', u'to', u'place', u'our', u'order', u'another', u'30', u'minutes', u'before', u'the', u'food', u'arrived']",0,"[u'We', u'got', u'sitting', u'fairly', u'fast', u'ended', u'waiting', u'40', u'minutes', u'place', u'order', u'another', u'30', u'minutes', u'food', u'arrived']"
601,"[u'They', u'also', u'have', u'the', u'best', u'cheese', u'crisp', u'in', u'town']",1,"[u'They', u'also', u'best', u'cheese', u'crisp', u'town']"
602,"[u'Good', u'value', u'great', u'food', u'great', u'service']",1,"[u'Good', u'value', u'great', u'food', u'great', u'service']"
603,"[u'Couldn', u't', u'ask', u'for', u'a', u'more', u'satisfying', u'meal']",1,"[u'Couldn', u'ask', u'satisfying', u'meal']"
604,"[u'The', u'food', u'is', u'good']",1,"[u'The', u'food', u'good']"
605,"[u'It', u'was', u'awesome']",1,"[u'It', u'awesome']"
606,"[u'I', u'just', u'wanted', u'to', u'leave']",0,"[u'I', u'wanted', u'leave']"
607,"[u'We', u'made', u'the', u'drive', u'all', u'the', u'way', u'from', u'North', u'Scottsdale', u'and', u'I', u'was', u'not', u'one', u'bit', u'disappointed']",1,"[u'We', u'made', u'drive', u'way', u'North', u'Scottsdale', u'I', u'one', u'bit', u'disappointed']"
608,"[u'I', u'will', u'not', u'be', u'eating', u'there', u'again']",0,"[u'I', u'eating']"
609,"[u'THE', u'OWNERS', u'REALLY', u'REALLY', u'need', u'to', u'quit', u'being', u'soooooo', u'cheap', u'let', u'them', u'wrap', u'my', u'freaking', u'sandwich', u'in', u'two', u'papers', u'not', u'one']",0,"[u'THE', u'OWNERS', u'REALLY', u'REALLY', u'need', u'quit', u'soooooo', u'cheap', u'let', u'wrap', u'freaking', u'sandwich', u'two', u'papers', u'one']"
610,"[u'I', u'checked', u'out', u'this', u'place', u'a', u'couple', u'years', u'ago', u'and', u'was', u'not', u'impressed']",0,"[u'I', u'checked', u'place', u'couple', u'years', u'ago', u'impressed']"
611,"[u'The', u'chicken', u'I', u'got', u'was', u'definitely', u'reheated', u'and', u'was', u'only', u'ok', u'the', u'wedges', u'were', u'cold', u'and', u'soggy']",0,"[u'The', u'chicken', u'I', u'got', u'definitely', u'reheated', u'ok', u'wedges', u'cold', u'soggy']"
612,"[u'Sorry', u'I', u'will', u'not', u'be', u'getting', u'food', u'from', u'here', u'anytime', u'soon']",0,"[u'Sorry', u'I', u'getting', u'food', u'anytime', u'soon']"
613,"[u'An', u'absolute', u'must', u'visit']",1,"[u'An', u'absolute', u'must', u'visit']"
614,"[u'The', u'cow', u'tongue', u'and', u'cheek', u'tacos', u'are', u'amazing']",1,"[u'The', u'cow', u'tongue', u'cheek', u'tacos', u'amazing']"
615,"[u'My', u'friend', u'did', u'not', u'like', u'his', u'Bloody', u'Mary']",0,"[u'My', u'friend', u'like', u'Bloody', u'Mary']"
616,"[u'Despite', u'how', u'hard', u'I', u'rate', u'businesses', u'its', u'actually', u'rare', u'for', u'me', u'to', u'give', u'a', u'1', u'star']",0,"[u'Despite', u'hard', u'I', u'rate', u'businesses', u'actually', u'rare', u'give', u'1', u'star']"
617,"[u'They', u'really', u'want', u'to', u'make', u'your', u'experience', u'a', u'good', u'one']",1,"[u'They', u'really', u'want', u'make', u'experience', u'good', u'one']"
618,"[u'I', u'will', u'not', u'return']",0,"[u'I', u'return']"
619,"[u'I', u'had', u'the', u'chicken', u'Pho', u'and', u'it', u'tasted', u'very', u'bland']",0,"[u'I', u'chicken', u'Pho', u'tasted', u'bland']"
620,"[u'Very', u'disappointing']",0,"[u'Very', u'disappointing']"
621,"[u'The', u'grilled', u'chicken', u'was', u'so', u'tender', u'and', u'yellow', u'from', u'the', u'saffron', u'seasoning']",1,"[u'The', u'grilled', u'chicken', u'tender', u'yellow', u'saffron', u'seasoning']"
622,"[u'a', u'drive', u'thru', u'means', u'you', u'do', u'not', u'want', u'to', u'wait', u'around', u'for', u'half', u'an', u'hour', u'for', u'your', u'food', u'but', u'somehow', u'when', u'we', u'end', u'up', u'going', u'here', u'they', u'make', u'us', u'wait', u'and', u'wait']",0,"[u'drive', u'thru', u'means', u'want', u'wait', u'around', u'half', u'hour', u'food', u'somehow', u'end', u'going', u'make', u'us', u'wait', u'wait']"
623,"[u'Pretty', u'awesome', u'place']",1,"[u'Pretty', u'awesome', u'place']"
624,"[u'Ambience', u'is', u'perfect']",1,"[u'Ambience', u'perfect']"
625,"[u'Best', u'of', u'luck', u'to', u'the', u'rude', u'and', u'non', u'customer', u'service', u'focused', u'new', u'management']",0,"[u'Best', u'luck', u'rude', u'non', u'customer', u'service', u'focused', u'new', u'management']"
626,"[u'Any', u'grandmother', u'can', u'make', u'a', u'roasted', u'chicken', u'better', u'than', u'this', u'one']",0,"[u'Any', u'grandmother', u'make', u'roasted', u'chicken', u'better', u'one']"
627,"[u'I', u'asked', u'multiple', u'times', u'for', u'the', u'wine', u'list', u'and', u'after', u'some', u'time', u'of', u'being', u'ignored', u'I', u'went', u'to', u'the', u'hostess', u'and', u'got', u'one', u'myself']",0,"[u'I', u'asked', u'multiple', u'times', u'wine', u'list', u'time', u'ignored', u'I', u'went', u'hostess', u'got', u'one']"
628,"[u'The', u'staff', u'is', u'always', u'super', u'friendly', u'and', u'helpful', u'which', u'is', u'especially', u'cool', u'when', u'you', u'bring', u'two', u'small', u'boys', u'and', u'a', u'baby']",1,"[u'The', u'staff', u'always', u'super', u'friendly', u'helpful', u'especially', u'cool', u'bring', u'two', u'small', u'boys', u'baby']"
629,"[u'Four', u'stars', u'for', u'the', u'food', u'the', u'guy', u'in', u'the', u'blue', u'shirt', u'for', u'his', u'great', u'vibe', u'still', u'letting', u'us', u'in', u'to', u'eat']",1,"[u'Four', u'stars', u'food', u'guy', u'blue', u'shirt', u'great', u'vibe', u'still', u'letting', u'us', u'eat']"
630,"[u'The', u'roast', u'beef', u'sandwich', u'tasted', u'really', u'good']",1,"[u'The', u'roast', u'beef', u'sandwich', u'tasted', u'really', u'good']"
631,"[u'Same', u'evening', u'him', u'and', u'I', u'are', u'both', u'drastically', u'sick']",0,"[u'Same', u'evening', u'I', u'drastically', u'sick']"
632,"[u'High', u'quality', u'chicken', u'on', u'the', u'chicken', u'Caesar', u'salad']",1,"[u'High', u'quality', u'chicken', u'chicken', u'Caesar', u'salad']"
633,"[u'Ordered', u'burger', u'rare', u'came', u'in', u'we', u'll', u'done']",0,"[u'Ordered', u'burger', u'rare', u'came', u'done']"
634,"[u'We', u'were', u'promptly', u'greeted', u'and', u'seated']",1,"[u'We', u'promptly', u'greeted', u'seated']"
635,"[u'Tried', u'to', u'go', u'here', u'for', u'lunch', u'and', u'it', u'was', u'a', u'madhouse']",0,"[u'Tried', u'go', u'lunch', u'madhouse']"
636,"[u'I', u'was', u'proven', u'dead', u'wrong', u'by', u'this', u'sushi', u'bar', u'not', u'only', u'because', u'the', u'quality', u'is', u'great', u'but', u'the', u'service', u'is', u'fast', u'and', u'the', u'food', u'impeccable']",1,"[u'I', u'proven', u'dead', u'wrong', u'sushi', u'bar', u'quality', u'great', u'service', u'fast', u'food', u'impeccable']"
637,"[u'After', u'waiting', u'an', u'hour', u'and', u'being', u'seated', u'I', u'was', u'not', u'in', u'the', u'greatest', u'of', u'moods']",0,"[u'After', u'waiting', u'hour', u'seated', u'I', u'greatest', u'moods']"
638,"[u'This', u'is', u'a', u'good', u'joint']",1,"[u'This', u'good', u'joint']"
639,"[u'The', u'Macarons', u'here', u'are', u'insanely', u'good']",1,"[u'The', u'Macarons', u'insanely', u'good']"
640,"[u'I', u'm', u'not', u'eating', u'here']",0,"[u'I', u'eating']"
641,"[u'Our', u'waiter', u'was', u'very', u'attentive', u'friendly', u'and', u'informative']",1,"[u'Our', u'waiter', u'attentive', u'friendly', u'informative']"
642,"[u'Maybe', u'if', u'they', u'weren', u't', u'cold', u'they', u'would', u'have', u'been', u'somewhat', u'edible']",0,"[u'Maybe', u'cold', u'would', u'somewhat', u'edible']"
643,"[u'This', u'place', u'has', u'a', u'lot', u'of', u'promise', u'but', u'fails', u'to', u'deliver']",0,"[u'This', u'place', u'lot', u'promise', u'fails', u'deliver']"
644,"[u'Very', u'bad', u'Experience']",0,"[u'Very', u'bad', u'Experience']"
645,"[u'What', u'a', u'mistake']",0,"[u'What', u'mistake']"
646,"[u'Food', u'was', u'average', u'at', u'best']",0,"[u'Food', u'average', u'best']"
647,"[u'Great', u'food']",1,"[u'Great', u'food']"
648,"[u'We', u'won', u't', u'be', u'going', u'back', u'anytime', u'soon']",0,"[u'We', u'going', u'back', u'anytime', u'soon']"
649,"[u'Very', u'Very', u'Disappointed', u'ordered', u'the', u'35', u'Big', u'Bay', u'Plater']",0,"[u'Very', u'Very', u'Disappointed', u'ordered', u'35', u'Big', u'Bay', u'Plater']"
650,"[u'Great', u'place', u'to', u'relax', u'and', u'have', u'an', u'awesome', u'burger', u'and', u'beer']",1,"[u'Great', u'place', u'relax', u'awesome', u'burger', u'beer']"
651,"[u'It', u'is', u'PERFECT', u'for', u'a', u'sit', u'down', u'family', u'meal', u'or', u'get', u'together', u'with', u'a', u'few', u'friends']",1,"[u'It', u'PERFECT', u'sit', u'family', u'meal', u'get', u'together', u'friends']"
652,"[u'Not', u'much', u'flavor', u'to', u'them', u'and', u'very', u'poorly', u'constructed']",0,"[u'Not', u'much', u'flavor', u'poorly', u'constructed']"
653,"[u'The', u'patio', u'seating', u'was', u'very', u'comfortable']",1,"[u'The', u'patio', u'seating', u'comfortable']"
654,"[u'The', u'fried', u'rice', u'was', u'dry', u'as', u'well']",0,"[u'The', u'fried', u'rice', u'dry', u'well']"
655,"[u'Hands', u'down', u'my', u'favorite', u'Italian', u'restaurant']",1,"[u'Hands', u'favorite', u'Italian', u'restaurant']"
656,"[u'That', u'just', u'SCREAMS', u'LEGIT', u'in', u'my', u'book', u'somethat', u's', u'also', u'pretty', u'rare', u'here', u'in', u'Vegas']",1,"[u'That', u'SCREAMS', u'LEGIT', u'book', u'somethat', u'also', u'pretty', u'rare', u'Vegas']"
657,"[u'It', u'was', u'just', u'not', u'a', u'fun', u'experience']",1,"[u'It', u'fun', u'experience']"
658,"[u'The', u'atmosphere', u'was', u'great', u'with', u'a', u'lovely', u'duo', u'of', u'violinists', u'playing', u'songs', u'we', u'requested']",1,"[u'The', u'atmosphere', u'great', u'lovely', u'duo', u'violinists', u'playing', u'songs', u'requested']"
659,"[u'I', u'personally', u'love', u'the', u'hummus', u'pita', u'baklava', u'falafels', u'and', u'Baba', u'Ganoush', u'it', u's', u'amazing', u'what', u'they', u'do', u'with', u'eggplant']",1,"[u'I', u'personally', u'love', u'hummus', u'pita', u'baklava', u'falafels', u'Baba', u'Ganoush', u'amazing', u'eggplant']"
660,"[u'Very', u'convenient', u'since', u'we', u'were', u'staying', u'at', u'the', u'MGM']",1,"[u'Very', u'convenient', u'since', u'staying', u'MGM']"
661,"[u'The', u'owners', u'are', u'super', u'friendly', u'and', u'the', u'staff', u'is', u'courteous']",1,"[u'The', u'owners', u'super', u'friendly', u'staff', u'courteous']"
662,"[u'Both', u'great']",1,"[u'Both', u'great']"
663,"[u'Eclectic', u'selection']",1,"[u'Eclectic', u'selection']"
664,"[u'The', u'sweet', u'potato', u'tots', u'were', u'good', u'but', u'the', u'onion', u'rings', u'were', u'perfection', u'or', u'as', u'close', u'as', u'I', u'have', u'had']",1,"[u'The', u'sweet', u'potato', u'tots', u'good', u'onion', u'rings', u'perfection', u'close', u'I']"
665,"[u'The', u'staff', u'was', u'very', u'attentive']",1,"[u'The', u'staff', u'attentive']"
666,"[u'And', u'the', u'chef', u'was', u'generous', u'with', u'his', u'time', u'even', u'came', u'around', u'twice', u'so', u'we', u'can', u'take', u'pictures', u'with', u'him']",1,"[u'And', u'chef', u'generous', u'time', u'even', u'came', u'around', u'twice', u'take', u'pictures']"
667,"[u'The', u'owner', u'used', u'to', u'work', u'at', u'Nobu', u'so', u'this', u'place', u'is', u'really', u'similar', u'for', u'half', u'the', u'price']",1,"[u'The', u'owner', u'used', u'work', u'Nobu', u'place', u'really', u'similar', u'half', u'price']"
668,"[u'Google', u'mediocre', u'and', u'I', u'imagine', u'Smashburger', u'will', u'pop', u'up']",0,"[u'Google', u'mediocre', u'I', u'imagine', u'Smashburger', u'pop']"
669,"[u'dont', u'go', u'here']",0,"[u'dont', u'go']"
670,"[u'I', u'promise', u'they', u'won', u't', u'disappoint']",1,"[u'I', u'promise', u'disappoint']"
671,"[u'As', u'a', u'sushi', u'lover', u'avoid', u'this', u'place', u'by', u'all', u'means']",0,"[u'As', u'sushi', u'lover', u'avoid', u'place', u'means']"
672,"[u'What', u'a', u'great', u'double', u'cheeseburger']",1,"[u'What', u'great', u'double', u'cheeseburger']"
673,"[u'Awesome', u'service', u'and', u'food']",1,"[u'Awesome', u'service', u'food']"
674,"[u'A', u'fantastic', u'neighborhood', u'gem']",1,"[u'A', u'fantastic', u'neighborhood', u'gem']"
675,"[u'I', u'can', u't', u'wait', u'to', u'go', u'back']",1,"[u'I', u'wait', u'go', u'back']"
676,"[u'The', u'plantains', u'were', u'the', u'worst', u'I', u've', u'ever', u'tasted']",0,"[u'The', u'plantains', u'worst', u'I', u'ever', u'tasted']"
677,"[u'It', u's', u'a', u'great', u'place', u'and', u'I', u'highly', u'recommend', u'it']",1,"[u'It', u'great', u'place', u'I', u'highly', u'recommend']"
678,"[u'Service', u'was', u'slow', u'and', u'not', u'attentive']",0,"[u'Service', u'slow', u'attentive']"
679,"[u'I', u'gave', u'it', u'5', u'stars', u'then', u'and', u'I', u'm', u'giving', u'it', u'5', u'stars', u'now']",1,"[u'I', u'gave', u'5', u'stars', u'I', u'giving', u'5', u'stars']"
680,"[u'Your', u'staff', u'spends', u'more', u'time', u'talking', u'to', u'themselves', u'than', u'me']",0,"[u'Your', u'staff', u'spends', u'time', u'talking']"
681,"[u'Dessert', u'Panna', u'Cotta', u'was', u'amazing']",1,"[u'Dessert', u'Panna', u'Cotta', u'amazing']"
682,"[u'Very', u'good', u'food', u'great', u'atmosphere', u'1']",1,"[u'Very', u'good', u'food', u'great', u'atmosphere', u'1']"
683,"[u'Damn', u'good', u'steak']",1,"[u'Damn', u'good', u'steak']"
684,"[u'Total', u'brunch', u'fail']",0,"[u'Total', u'brunch', u'fail']"
685,"[u'Prices', u'are', u'very', u'reasonable', u'flavors', u'are', u'spot', u'on', u'the', u'sauce', u'is', u'home', u'made', u'and', u'the', u'slaw', u'is', u'not', u'drenched', u'in', u'mayo']",1,"[u'Prices', u'reasonable', u'flavors', u'spot', u'sauce', u'home', u'made', u'slaw', u'drenched', u'mayo']"
686,"[u'The', u'decor', u'is', u'nice', u'and', u'the', u'piano', u'music', u'soundtrack', u'is', u'pleasant']",1,"[u'The', u'decor', u'nice', u'piano', u'music', u'soundtrack', u'pleasant']"
687,"[u'The', u'steak', u'was', u'amazing', u'rge', u'fillet', u'relleno', u'was', u'the', u'best', u'seafood', u'plate', u'i', u'have', u'ever', u'had']",1,"[u'The', u'steak', u'amazing', u'rge', u'fillet', u'relleno', u'best', u'seafood', u'plate', u'ever']"
688,"[u'Good', u'food', u'good', u'service']",1,"[u'Good', u'food', u'good', u'service']"
689,"[u'It', u'was', u'absolutely', u'amazing']",1,"[u'It', u'absolutely', u'amazing']"
690,"[u'I', u'probably', u'won', u't', u'be', u'back', u'to', u'be', u'honest']",0,"[u'I', u'probably', u'back', u'honest']"
691,"[u'will', u'definitely', u'be', u'back']",1,"[u'definitely', u'back']"
692,"[u'The', u'sergeant', u'pepper', u'beef', u'sandwich', u'with', u'auju', u'sauce', u'is', u'an', u'excellent', u'sandwich', u'as', u'well']",1,"[u'The', u'sergeant', u'pepper', u'beef', u'sandwich', u'auju', u'sauce', u'excellent', u'sandwich', u'well']"
693,"[u'Hawaiian', u'Breeze', u'Mango', u'Magic', u'and', u'Pineapple', u'Delight', u'are', u'the', u'smoothies', u'that', u'I', u've', u'tried', u'so', u'far', u'and', u'they', u're', u'all', u'good']",1,"[u'Hawaiian', u'Breeze', u'Mango', u'Magic', u'Pineapple', u'Delight', u'smoothies', u'I', u'tried', u'far', u'good']"
694,"[u'Went', u'for', u'lunch', u'service', u'was', u'slow']",0,"[u'Went', u'lunch', u'service', u'slow']"
695,"[u'We', u'had', u'so', u'much', u'to', u'say', u'about', u'the', u'place', u'before', u'we', u'walked', u'in', u'that', u'he', u'expected', u'it', u'to', u'be', u'amazing', u'but', u'was', u'quickly', u'disappointed']",0,"[u'We', u'much', u'say', u'place', u'walked', u'expected', u'amazing', u'quickly', u'disappointed']"
696,"[u'I', u'was', u'mortified']",0,"[u'I', u'mortified']"
697,"[u'Needless', u'to', u'say', u'we', u'will', u'never', u'be', u'back', u'here', u'again']",0,"[u'Needless', u'say', u'never', u'back']"
698,"[u'Anyways', u'The', u'food', u'was', u'definitely', u'not', u'filling', u'at', u'all', u'and', u'for', u'the', u'price', u'you', u'pay', u'you', u'should', u'expect', u'more']",0,"[u'Anyways', u'The', u'food', u'definitely', u'filling', u'price', u'pay', u'expect']"
699,"[u'The', u'chips', u'that', u'came', u'out', u'were', u'dripping', u'with', u'grease', u'and', u'mostly', u'not', u'edible']",0,"[u'The', u'chips', u'came', u'dripping', u'grease', u'mostly', u'edible']"
700,"[u'I', u'wasn', u't', u'really', u'impressed', u'with', u'Strip', u'Steak']",0,"[u'I', u'really', u'impressed', u'Strip', u'Steak']"
701,"[u'Have', u'been', u'going', u'since', u'2007', u'and', u'every', u'meal', u'has', u'been', u'awesome']",1,"[u'Have', u'going', u'since', u'2007', u'every', u'meal', u'awesome']"
702,"[u'Our', u'server', u'was', u'very', u'nice', u'and', u'attentive', u'as', u'were', u'the', u'other', u'serving', u'staff']",1,"[u'Our', u'server', u'nice', u'attentive', u'serving', u'staff']"
703,"[u'The', u'cashier', u'was', u'friendly', u'and', u'even', u'brought', u'the', u'food', u'out', u'to', u'me']",1,"[u'The', u'cashier', u'friendly', u'even', u'brought', u'food']"
704,"[u'I', u'work', u'in', u'the', u'hospitality', u'industry', u'in', u'Paradise', u'Valley', u'and', u'have', u'refrained', u'from', u'recommending', u'Cibo', u'any', u'longer']",0,"[u'I', u'work', u'hospitality', u'industry', u'Paradise', u'Valley', u'refrained', u'recommending', u'Cibo', u'longer']"
705,"[u'The', u'atmosphere', u'here', u'is', u'fun']",1,"[u'The', u'atmosphere', u'fun']"
706,"[u'Would', u'not', u'recommend', u'to', u'others']",0,"[u'Would', u'recommend', u'others']"
707,"[u'Service', u'is', u'quick', u'and', u'even', u'to', u'go', u'orders', u'are', u'just', u'like', u'we', u'like', u'it']",1,"[u'Service', u'quick', u'even', u'go', u'orders', u'like', u'like']"
708,"[u'I', u'mean', u'really', u'how', u'do', u'you', u'get', u'so', u'famous', u'for', u'your', u'fish', u'and', u'chips', u'when', u'it', u's', u'so', u'terrible']",0,"[u'I', u'mean', u'really', u'get', u'famous', u'fish', u'chips', u'terrible']"
709,"[u'That', u'said', u'our', u'mouths', u'and', u'bellies', u'were', u'still', u'quite', u'pleased']",1,"[u'That', u'said', u'mouths', u'bellies', u'still', u'quite', u'pleased']"
710,"[u'Not', u'my', u'thing']",0,"[u'Not', u'thing']"
711,"[u'2', u'Thumbs', u'Up']",1,"[u'2', u'Thumbs', u'Up']"
712,"[u'If', u'you', u'are', u'reading', u'this', u'please', u'don', u't', u'go', u'there']",0,"[u'If', u'reading', u'please', u'go']"
713,"[u'I', u'loved', u'the', u'grilled', u'pizza', u'reminded', u'me', u'of', u'legit', u'Italian', u'pizza']",1,"[u'I', u'loved', u'grilled', u'pizza', u'reminded', u'legit', u'Italian', u'pizza']"
714,"[u'Only', u'Pros', u'Large', u'seating', u'area', u'Nice', u'bar', u'area', u'Great', u'simple', u'drink', u'menu', u'The', u'BEST', u'brick', u'oven', u'pizza', u'with', u'homemade', u'dough']",1,"[u'Only', u'Pros', u'Large', u'seating', u'area', u'Nice', u'bar', u'area', u'Great', u'simple', u'drink', u'menu', u'The', u'BEST', u'brick', u'oven', u'pizza', u'homemade', u'dough']"
715,"[u'They', u'have', u'a', u'really', u'nice', u'atmosphere']",1,"[u'They', u'really', u'nice', u'atmosphere']"
716,"[u'Tonight', u'I', u'had', u'the', u'Elk', u'Filet', u'special', u'and', u'it', u'sucked']",0,"[u'Tonight', u'I', u'Elk', u'Filet', u'special', u'sucked']"
717,"[u'After', u'one', u'bite', u'I', u'was', u'hooked']",1,"[u'After', u'one', u'bite', u'I', u'hooked']"
718,"[u'We', u'ordered', u'some', u'old', u'classics', u'and', u'some', u'new', u'dishes', u'after', u'going', u'there', u'a', u'few', u'times', u'and', u'were', u'sorely', u'disappointed', u'with', u'everything']",0,"[u'We', u'ordered', u'old', u'classics', u'new', u'dishes', u'going', u'times', u'sorely', u'disappointed', u'everything']"
719,"[u'Cute', u'quaint', u'simple', u'honest']",1,"[u'Cute', u'quaint', u'simple', u'honest']"
720,"[u'The', u'chicken', u'was', u'deliciously', u'seasoned', u'and', u'had', u'the', u'perfect', u'fry', u'on', u'the', u'outside', u'and', u'moist', u'chicken', u'on', u'the', u'inside']",1,"[u'The', u'chicken', u'deliciously', u'seasoned', u'perfect', u'fry', u'outside', u'moist', u'chicken', u'inside']"
721,"[u'The', u'food', u'was', u'great', u'as', u'always', u'compliments', u'to', u'the', u'chef']",1,"[u'The', u'food', u'great', u'always', u'compliments', u'chef']"
722,"[u'Special', u'thanks', u'to', u'Dylan', u'T', u'for', u'the', u'recommendation', u'on', u'what', u'to', u'order', u'All', u'yummy', u'for', u'my', u'tummy']",1,"[u'Special', u'thanks', u'Dylan', u'T', u'recommendation', u'order', u'All', u'yummy', u'tummy']"
723,"[u'Awesome', u'selection', u'of', u'beer']",1,"[u'Awesome', u'selection', u'beer']"
724,"[u'Great', u'food', u'and', u'awesome', u'service']",1,"[u'Great', u'food', u'awesome', u'service']"
725,"[u'One', u'nice', u'thing', u'was', u'that', u'they', u'added', u'gratuity', u'on', u'the', u'bill', u'since', u'our', u'party', u'was', u'larger', u'than', u'6', u'or', u'8', u'and', u'they', u'didn', u't', u'expect', u'more', u'tip', u'than', u'that']",1,"[u'One', u'nice', u'thing', u'added', u'gratuity', u'bill', u'since', u'party', u'larger', u'6', u'8', u'expect', u'tip']"
726,"[u'A', u'FLY', u'was', u'in', u'my', u'apple', u'juice', u'A', u'FLY']",0,"[u'A', u'FLY', u'apple', u'juice', u'A', u'FLY']"
727,"[u'The', u'Han', u'Nan', u'Chicken', u'was', u'also', u'very', u'tasty']",1,"[u'The', u'Han', u'Nan', u'Chicken', u'also', u'tasty']"
728,"[u'As', u'for', u'the', u'service', u'I', u'thought', u'it', u'was', u'good']",1,"[u'As', u'service', u'I', u'thought', u'good']"
729,"[u'The', u'food', u'was', u'barely', u'lukewarm', u'so', u'it', u'must', u'have', u'been', u'sitting', u'waiting', u'for', u'the', u'server', u'to', u'bring', u'it', u'out', u'to', u'us']",0,"[u'The', u'food', u'barely', u'lukewarm', u'must', u'sitting', u'waiting', u'server', u'bring', u'us']"
730,"[u'Ryan', u's', u'Bar', u'is', u'definitely', u'one', u'Edinburgh', u'establishment', u'I', u'won', u't', u'be', u'revisiting']",0,"[u'Ryan', u'Bar', u'definitely', u'one', u'Edinburgh', u'establishment', u'I', u'revisiting']"
731,"[u'Nicest', u'Chinese', u'restaurant', u'I', u've', u'been', u'in', u'a', u'while']",1,"[u'Nicest', u'Chinese', u'restaurant', u'I']"
732,"[u'Overall', u'I', u'like', u'there', u'food', u'and', u'the', u'service']",1,"[u'Overall', u'I', u'like', u'food', u'service']"
733,"[u'They', u'also', u'now', u'serve', u'Indian', u'naan', u'bread', u'with', u'hummus', u'and', u'some', u'spicy', u'pine', u'nut', u'sauce', u'that', u'was', u'out', u'of', u'this', u'world']",1,"[u'They', u'also', u'serve', u'Indian', u'naan', u'bread', u'hummus', u'spicy', u'pine', u'nut', u'sauce', u'world']"
734,"[u'Probably', u'never', u'coming', u'back', u'and', u'wouldn', u't', u'recommend', u'it']",0,"[u'Probably', u'never', u'coming', u'back', u'recommend']"
735,"[u'Friend', u's', u'pasta', u'also', u'bad', u'he', u'barely', u'touched', u'it']",0,"[u'Friend', u'pasta', u'also', u'bad', u'barely', u'touched']"
736,"[u'Try', u'them', u'in', u'the', u'airport', u'to', u'experience', u'some', u'tasty', u'food', u'and', u'speedy', u'friendly', u'service']",1,"[u'Try', u'airport', u'experience', u'tasty', u'food', u'speedy', u'friendly', u'service']"
737,"[u'I', u'love', u'the', u'decor', u'with', u'the', u'Chinese', u'calligraphy', u'wall', u'paper']",1,"[u'I', u'love', u'decor', u'Chinese', u'calligraphy', u'wall', u'paper']"
738,"[u'Never', u'had', u'anything', u'to', u'complain', u'about', u'here']",1,"[u'Never', u'anything', u'complain']"
739,"[u'The', u'restaurant', u'is', u'very', u'clean', u'and', u'has', u'a', u'family', u'restaurant', u'feel', u'to', u'it']",1,"[u'The', u'restaurant', u'clean', u'family', u'restaurant', u'feel']"
740,"[u'It', u'was', u'way', u'over', u'fried']",0,"[u'It', u'way', u'fried']"
741,"[u'I', u'm', u'not', u'sure', u'how', u'long', u'we', u'stood', u'there', u'but', u'it', u'was', u'long', u'enough', u'for', u'me', u'to', u'begin', u'to', u'feel', u'awkwardly', u'out', u'of', u'place']",0,"[u'I', u'sure', u'long', u'stood', u'long', u'enough', u'begin', u'feel', u'awkwardly', u'place']"
742,"[u'When', u'I', u'opened', u'the', u'sandwich', u'I', u'was', u'impressed', u'but', u'not', u'in', u'a', u'good', u'way']",0,"[u'When', u'I', u'opened', u'sandwich', u'I', u'impressed', u'good', u'way']"
743,"[u'Will', u'not', u'be', u'back']",0,"[u'Will', u'back']"
744,"[u'There', u'was', u'a', u'warm', u'feeling', u'with', u'the', u'service', u'and', u'I', u'felt', u'like', u'their', u'guest', u'for', u'a', u'special', u'treat']",1,"[u'There', u'warm', u'feeling', u'service', u'I', u'felt', u'like', u'guest', u'special', u'treat']"
745,"[u'An', u'extensive', u'menu', u'provides', u'lots', u'of', u'options', u'for', u'breakfast']",1,"[u'An', u'extensive', u'menu', u'provides', u'lots', u'options', u'breakfast']"
